"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"RT @JoeBiden: Today, the Trump Administration officially left the Paris Climate Agreement. And in exactly 77 days, a Biden Administration w…",FALSE,0,NA,2020-11-05 14:22:20,FALSE,NA,"1324356379713425409",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","tdreynolds13",74226,TRUE,FALSE,NA,NA
"RT @JoeBiden: Today, the Trump Administration officially left the Paris Climate Agreement. And in exactly 77 days, a Biden Administration w…",FALSE,0,NA,2020-11-05 14:22:20,FALSE,NA,"1324356378044059648",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","starrystarryn_t",74226,TRUE,FALSE,NA,NA
"RT @pkcapitol: Dems had quietly mapped out plans - how to quickly pass massive covid relief, then shoring up ACA, climate, taxes, etc. 
Not…",FALSE,0,NA,2020-11-05 14:22:20,FALSE,NA,"1324356377771495426",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","dami5208",139,TRUE,FALSE,NA,NA
"They wanna get rid of fossil fuels so they can control us with infrasound that the turbines they plan to place in r… https://t.co/gd0rZEtwXx",FALSE,0,NA,2020-11-05 14:22:19,TRUE,NA,"1324356373170294784",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","nekopuffuu",0,FALSE,FALSE,NA,NA
"RT @JoeBiden: Today, the Trump Administration officially left the Paris Climate Agreement. And in exactly 77 days, a Biden Administration w…",FALSE,0,NA,2020-11-05 14:22:18,FALSE,NA,"1324356369936453632",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","NathanStoop",74218,TRUE,FALSE,NA,NA
"RT @GrogsGamut: Oh yeah... climate change.. still real.. .still happening.... still being ignored by the Australian govt. 

(oh smack my ha…",FALSE,0,NA,2020-11-05 14:22:18,FALSE,NA,"1324356369596641280",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mel_wright123",73,TRUE,FALSE,NA,NA
"RT @emorwee: This. How do you expect scientists to effectively communicate climate change when half the American political system and the m…",FALSE,0,NA,2020-11-05 14:22:15,FALSE,NA,"1324356358116904962",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","infpwriter",126,TRUE,FALSE,NA,NA
"RT @ritzaaaa__: Can we please stop acting like this election ISN’T personal? Who you vote for says SO much about how much you respect black…",FALSE,0,NA,2020-11-05 14:22:15,FALSE,NA,"1324356355411582977",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","alihendi22",44743,TRUE,FALSE,NA,NA
"RT @People4Bernie: If you're amazed that Bernie Sanders predicted the past 12 hours, wait till you hear what he's been saying about climate…",FALSE,0,NA,2020-11-05 14:22:15,FALSE,NA,"1324356354929090560",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","trigrenita",17596,TRUE,FALSE,NA,NA
"RT @CH_Events: We're asking #ESC2020 participants: what should be the priority items on the multilateral co-operation agenda for the US and…",FALSE,0,NA,2020-11-05 14:22:13,FALSE,NA,"1324356347715080194",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","ISPK_org",1,TRUE,FALSE,NA,NA
"RT @JoeBiden: Today, the Trump Administration officially left the Paris Climate Agreement. And in exactly 77 days, a Biden Administration w…",FALSE,0,NA,2020-11-05 14:22:12,FALSE,NA,"1324356344254812162",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AndrewDeubner",74226,TRUE,FALSE,NA,NA
"RT @hallaboutafrica: Tea growing depends on climate. Kenya is Africa's largest producer of black tea, but Rwanda's production has increased…",FALSE,0,NA,2020-11-05 14:22:12,FALSE,NA,"1324356343344648195",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","stevewainan",16,TRUE,FALSE,NA,NA
"RT @JoeBiden: Today, the Trump Administration officially left the Paris Climate Agreement. And in exactly 77 days, a Biden Administration w…",FALSE,0,NA,2020-11-05 14:22:11,FALSE,NA,"1324356342170099714",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","__malarkey",74226,TRUE,FALSE,NA,NA
"RT @JoeBiden: Today, the Trump Administration officially left the Paris Climate Agreement. And in exactly 77 days, a Biden Administration w…",FALSE,0,NA,2020-11-05 14:22:11,FALSE,NA,"1324356341624832000",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","OccupyDemocrat1",74226,TRUE,FALSE,NA,NA
"RT @FriendsOScience: @Brandt65924104 More for the gulag - those #climate deniers are now guilty of another thought crime. @ezralevant https…",FALSE,0,NA,2020-11-05 14:22:11,FALSE,NA,"1324356338269343744",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Brandt65924104",1,TRUE,FALSE,NA,NA
"Biden pledges to rejoin Paris Climate Agreement on day one of presidency https://t.co/QTkcoU6D4R",FALSE,0,NA,2020-11-05 14:22:10,FALSE,NA,"1324356336302305285",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","brianbigelow",0,FALSE,FALSE,NA,NA
"@EnergypolicyF20 https://t.co/jsvoNwLuOV

The US exit on the Paris Climate Accord only came to effect yesterday (de… https://t.co/6oe2e5AuUH",FALSE,0,"EnergypolicyF20",2020-11-05 14:22:09,TRUE,"1323438124865912832","1324356332582031360","1168554344876322817","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","shma_13",0,FALSE,FALSE,NA,NA
"RT @JoeBiden: Today, the Trump Administration officially left the Paris Climate Agreement. And in exactly 77 days, a Biden Administration w…",FALSE,0,NA,2020-11-05 14:22:09,FALSE,NA,"1324356330451214338",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","mazopanku",74226,TRUE,FALSE,NA,NA
"RT @ritzaaaa__: Can we please stop acting like this election ISN’T personal? Who you vote for says SO much about how much you respect black…",FALSE,0,NA,2020-11-05 14:22:08,FALSE,NA,"1324356326814896133",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","_StaarPower",44743,TRUE,FALSE,NA,NA
"Climate change is gerrymandering https://t.co/4pVPOWqf7X",FALSE,2,NA,2020-11-05 14:22:07,FALSE,NA,"1324356325074210816",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ING2Firebrand",0,FALSE,FALSE,NA,NA
"RT @GLOBE_intl: Proud to be partnering with #LondonClimateActionWeek again this year. #RaiseAmbition for #COP26 <U+0001F30D> 

#LCAW2020 @london_clima…",FALSE,0,NA,2020-11-05 14:22:06,FALSE,NA,"1324356320959598594",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","london_climate",1,TRUE,FALSE,NA,NA
"RT @FriendsOScience: @Brandt65924104 #climate 'deniers' will be next. This from the Winnipeg ""FREE"" press! @WinnipegNews . This is from the…",FALSE,0,NA,2020-11-05 14:22:06,FALSE,NA,"1324356320359636992",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Brandt65924104",1,TRUE,FALSE,NA,NA
"RT @ClimateReality: ""People keep saying our children's children will see the consequences of climate change, but that was 50 years ago. We'…",FALSE,0,NA,2020-11-05 14:22:06,FALSE,NA,"1324356318065557505",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","nitya12565874",11,TRUE,FALSE,NA,NA
"RT @pkcapitol: Dems had quietly mapped out plans - how to quickly pass massive covid relief, then shoring up ACA, climate, taxes, etc. 
Not…",FALSE,0,NA,2020-11-05 14:22:06,FALSE,NA,"1324356317214056452",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DanaSha60099084",139,TRUE,FALSE,NA,NA
"RT @JoeBiden: Today, the Trump Administration officially left the Paris Climate Agreement. And in exactly 77 days, a Biden Administration w…",FALSE,0,NA,2020-11-05 14:22:04,FALSE,NA,"1324356312080224257",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","tysharro",74226,TRUE,FALSE,NA,NA
"RT @JoeBiden: Today, the Trump Administration officially left the Paris Climate Agreement. And in exactly 77 days, a Biden Administration w…",FALSE,0,NA,2020-11-05 14:22:03,FALSE,NA,"1324356304752668673",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","dayasbanks",74226,TRUE,FALSE,NA,NA
"RT @edkohler: Pass this along to @GOP folks who continue to say, ""What about China?"" as a justification for not taking action to improve ou…",FALSE,0,NA,2020-11-05 14:22:02,FALSE,NA,"1324356302517227520",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","quick13",1,TRUE,FALSE,NA,NA
"RT @pkcapitol: Dems had quietly mapped out plans - how to quickly pass massive covid relief, then shoring up ACA, climate, taxes, etc. 
Not…",FALSE,0,NA,2020-11-05 14:22:01,FALSE,NA,"1324356297265979393",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","cypherhalo",139,TRUE,FALSE,NA,NA
"RT @feministcanuck: This Ford gov't haven't changed their stripes. It'll become crystal clear in the next 6 months as they reward corp. pol…",FALSE,0,NA,2020-11-05 14:22:00,FALSE,NA,"1324356295911157760",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","whaaf",1,TRUE,FALSE,NA,NA
"RT @SuneAuken: A while back I asked my #Twitter friends (and allies) for help with a cover picture for my anthology on genre in the climate…",FALSE,0,NA,2020-11-05 14:22:00,FALSE,NA,"1324356295303090176",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","crambrose",27,TRUE,FALSE,NA,NA
"Earlier this year, referrals for home and garden brands peaked at +321% YoY<U+0001F33F>

As we enter a second lockdown, they'r… https://t.co/KYYaQUR22T",FALSE,0,NA,2020-11-05 14:22:00,TRUE,NA,"1324356294887809029",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","mentionmeshare",0,FALSE,FALSE,NA,NA
"RT @JoeBiden: Today, the Trump Administration officially left the Paris Climate Agreement. And in exactly 77 days, a Biden Administration w…",FALSE,0,NA,2020-11-05 14:21:59,FALSE,NA,"1324356291532328960",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mickeyfan01",74226,TRUE,FALSE,NA,NA
"RT @JoeBiden: Today, the Trump Administration officially left the Paris Climate Agreement. And in exactly 77 days, a Biden Administration w…",FALSE,0,NA,2020-11-05 14:21:59,FALSE,NA,"1324356291251200000",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","dominique6138",74226,TRUE,FALSE,NA,NA
"Putting satellite technology to good use https://t.co/h3CvlFymPv",FALSE,0,NA,2020-11-05 14:21:59,FALSE,NA,"1324356290836127746",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","HiiRobert",0,FALSE,FALSE,NA,NA
".@JoeBiden made the pledge just hours after our knuckle-dragging, anti-science president took the United States out… https://t.co/JfJT6ZzLfD",FALSE,62,NA,2020-11-05 14:21:59,TRUE,NA,"1324356289376432135",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","TheDemCoalition",8,FALSE,FALSE,NA,NA
"RT @JoeBiden: As president, I will:

– Rebuild our infrastructure
– Combat climate change
– Create millions of good-paying, union jobs

It’…",FALSE,0,NA,2020-11-05 14:21:57,FALSE,NA,"1324356280853569536",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","chiran_regmi",3564,TRUE,FALSE,NA,NA
"RT @EdwardJDavey: In any democracy every vote should count and every vote should be counted. It is my sincere hope that Joe Biden wins the…",FALSE,0,NA,2020-11-05 14:21:57,FALSE,NA,"1324356279448576001",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","gabriel_haiduk",281,TRUE,FALSE,NA,NA
"Climate emergency <U+0001F6A8> What’s the current situation? Summer is on its way in Australia... fires <U+0001F525> <U+0001F333> perhaps or snow <U+2744><U+FE0F> <U+26F0> or both on 25 December",FALSE,0,NA,2020-11-05 14:21:54,FALSE,NA,"1324356268853743624",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mum_kas",0,FALSE,FALSE,NA,NA
"RT @VoiciLaVictoire: @hshaban Anyone who thinks we could've gotten through this nightmare strong enough to win the presidency in this clima…",FALSE,0,NA,2020-11-05 14:21:53,FALSE,NA,"1324356266555297794",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","sci_writer",6,TRUE,FALSE,NA,NA
"RT @Langaround: @Shell Last time I checked I'm not planning numerous new fossil fuel projects, nor have I spent billions delaying and denyi…",FALSE,0,NA,2020-11-05 14:21:52,FALSE,NA,"1324356261727657985",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","phoenixdragon54",4,TRUE,FALSE,NA,NA
"RT @ritzaaaa__: Can we please stop acting like this election ISN’T personal? Who you vote for says SO much about how much you respect black…",FALSE,0,NA,2020-11-05 14:21:52,FALSE,NA,"1324356261354287106",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BritnerJoshua",44743,TRUE,FALSE,NA,NA
"RT @AravalliBachao: @PrakashJavdekar @moefcc North India is choking in severe #AirPollution as govt is not taking steps to #ProtectAravalli…",FALSE,0,NA,2020-11-05 14:21:52,FALSE,NA,"1324356258992779267",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","dharam020",16,TRUE,FALSE,NA,NA
"RT @YACAPhilippines: Let's make the most of #KwentongKlima! YACAP presents our first set of Educational Discussions for the Asia Climate Ra…",FALSE,0,NA,2020-11-05 14:21:51,FALSE,NA,"1324356257898065920",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","adieguilaran",28,TRUE,FALSE,NA,NA
"RT @JoeBiden: Today, the Trump Administration officially left the Paris Climate Agreement. And in exactly 77 days, a Biden Administration w…",FALSE,0,NA,2020-11-05 14:21:51,FALSE,NA,"1324356256098758658",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jmzacharias",74226,TRUE,FALSE,NA,NA
"RT @JoeBiden: Today, the Trump Administration officially left the Paris Climate Agreement. And in exactly 77 days, a Biden Administration w…",FALSE,0,NA,2020-11-05 14:21:51,FALSE,NA,"1324356255419310080",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","tomokmat55",74226,TRUE,FALSE,NA,NA
"RT @pkcapitol: Dems had quietly mapped out plans - how to quickly pass massive covid relief, then shoring up ACA, climate, taxes, etc. 
Not…",FALSE,0,NA,2020-11-05 14:21:50,FALSE,NA,"1324356253783597057",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Shail67330119",139,TRUE,FALSE,NA,NA
"RT @ritzaaaa__: Can we please stop acting like this election ISN’T personal? Who you vote for says SO much about how much you respect black…",FALSE,0,NA,2020-11-05 14:21:50,FALSE,NA,"1324356252571492352",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","niyahmreynolds",44743,TRUE,FALSE,NA,NA
"RT @NatObserver: Questions asked in the ad for a 2015 course at Canada Christian College, the school Doug Ford wants to give university sta…",FALSE,0,NA,2020-11-05 14:21:50,FALSE,NA,"1324356250759360513",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","wavetop",21,TRUE,FALSE,NA,NA
"@ayanaeliza We have private sector momentum and a priority platform in the exec branch. I’ve worked on climate for… https://t.co/LPT8rPGIMH",FALSE,0,"ayanaeliza",2020-11-05 14:21:47,TRUE,"1324352315466330118","1324356241213267970","246560945","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TanujDeora",0,FALSE,FALSE,NA,NA
"@Amerikanskeren What?? Neocolonialist for... tweeting about climate policy in another country?
Dude...",FALSE,0,"Amerikanskeren",2020-11-05 14:21:47,FALSE,"1324355400053989376","1324356238638010369","1275385511516024835","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jpaternotte",0,FALSE,FALSE,NA,NA
"RT @dino_grandoni: NEW: Today the U.S. formally left the Paris climate accord

It is the *only* sliver of certainty in a sea of ambiguity a…",FALSE,0,NA,2020-11-05 14:21:46,FALSE,NA,"1324356235601321984",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Sarahrmoon",5,TRUE,FALSE,NA,NA
"@joshgerstein @Margare72080491 @klandergan Thursday Drivel of #DopeyDon:

-Trying to Steal the Election
-Had DeJoy… https://t.co/7VPU6b0h4E",FALSE,1,"joshgerstein",2020-11-05 14:21:46,TRUE,"1324035200817500161","1324356234905083906","64916983","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","CupofJoeintheD2",0,FALSE,FALSE,NA,NA
"RT @ritzaaaa__: Can we please stop acting like this election ISN’T personal? Who you vote for says SO much about how much you respect black…",FALSE,0,NA,2020-11-05 14:21:46,FALSE,NA,"1324356233298612226",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JDenyale",44743,TRUE,FALSE,NA,NA
"RT @JoeBiden: Today, the Trump Administration officially left the Paris Climate Agreement. And in exactly 77 days, a Biden Administration w…",FALSE,0,NA,2020-11-05 14:21:44,FALSE,NA,"1324356227351126016",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","andreacheney",74226,TRUE,FALSE,NA,NA
"RT @JoeBiden: Today, the Trump Administration officially left the Paris Climate Agreement. And in exactly 77 days, a Biden Administration w…",FALSE,0,NA,2020-11-05 14:21:43,FALSE,NA,"1324356224754876416",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","annie_parker",74226,TRUE,FALSE,NA,NA
"Global Climate is changed by decisions on national level.
I want to vote in every election, globally. 
It's my planet.
#GlobalElectionRight",FALSE,0,NA,2020-11-05 14:21:43,FALSE,NA,"1324356224591269890",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","totozanzibar",0,FALSE,FALSE,NA,NA
"RT @AP_Europe: The United States has formally left the Paris Agreement, a global pact forged five years ago to avert the threat of catastro…",FALSE,0,NA,2020-11-05 14:21:43,FALSE,NA,"1324356222758379521",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Quavey_",555,TRUE,FALSE,NA,NA
"RT @JoeBiden: Today, the Trump Administration officially left the Paris Climate Agreement. And in exactly 77 days, a Biden Administration w…",FALSE,0,NA,2020-11-05 14:21:43,FALSE,NA,"1324356221063843842",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ZazzyFilms",74226,TRUE,FALSE,NA,NA
"RT @MHCC_: ""If someone you care about seems to be going through a tough time (which many of us are in the current climate of COVID-19), the…",FALSE,0,NA,2020-11-05 14:21:43,FALSE,NA,"1324356220980002816",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MatthewFahey15",2,TRUE,FALSE,NA,NA
"RT @JoeBiden: Today, the Trump Administration officially left the Paris Climate Agreement. And in exactly 77 days, a Biden Administration w…",FALSE,0,NA,2020-11-05 14:21:42,FALSE,NA,"1324356218161422344",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","wickedopinionz",74226,TRUE,FALSE,NA,NA
"RT @PuraPhyHemp360: In yet another installment of “What Can’t Mushrooms Do?”read this fascinating account about what mushrooms are doing to…",FALSE,0,NA,2020-11-05 14:21:41,FALSE,NA,"1324356216068472832",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","g8ssisters",1,TRUE,FALSE,NA,NA
"RT @EricHolthaus: This is the Choluteca River in the middle of Tegucigalpa.

Hurricane Eta – one of the fastest-intensifying hurricanes in…",FALSE,0,NA,2020-11-05 14:21:41,FALSE,NA,"1324356214319403008",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","JuliannaCarey",113,TRUE,FALSE,NA,NA
"RT @nadaelmikashfi: The @BacheloretteABC promoting their episode tomorrow in this climate. Like babe, the country is itself choosing betwee…",FALSE,0,NA,2020-11-05 14:21:40,FALSE,NA,"1324356211077206019",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","emilymagyar",10,TRUE,FALSE,NA,NA
"RT @jennifer_pow: 1/20 #TropiCon20 THANKS for the invitation! I fell in love with the tropical dry forest biome about 20 years ago. They su…",FALSE,0,NA,2020-11-05 14:21:40,FALSE,NA,"1324356209693044736",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","gevargu",16,TRUE,FALSE,NA,NA
"@Coloursofthewi6 @TracyDoucet @ShaunLintern So you attempted to whistle-blow and NO ONE took up your story? That's… https://t.co/kaRifoS9nO",FALSE,0,"Coloursofthewi6",2020-11-05 14:21:40,TRUE,"1324355762131521540","1324356208942305281","1282008752766541824","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","NurseDanaRose",0,FALSE,FALSE,NA,NA
"RT @ritzaaaa__: Can we please stop acting like this election ISN’T personal? Who you vote for says SO much about how much you respect black…",FALSE,0,NA,2020-11-05 14:21:39,FALSE,NA,"1324356204055924740",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ilytinay",44743,TRUE,FALSE,NA,NA
"RT @JoeBiden: Today, the Trump Administration officially left the Paris Climate Agreement. And in exactly 77 days, a Biden Administration w…",FALSE,0,NA,2020-11-05 14:21:38,FALSE,NA,"1324356201057058826",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","hays_chloe",74226,TRUE,FALSE,NA,NA
"teachers: I know we have a lot going on with the pandemic, remote classes, civil rights protests, election, and irr… https://t.co/sFYZys42Mc",FALSE,0,NA,2020-11-05 14:21:37,TRUE,NA,"1324356195759591425",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","axstinhubs",0,FALSE,FALSE,NA,NA
"RT @ShaolinTom: Here's another map that shows the state of internal US politics vs the world in a different light

Today, the United States…",FALSE,0,NA,2020-11-05 14:21:36,FALSE,NA,"1324356194589413382",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","kokirisage",3604,TRUE,FALSE,NA,NA
"Watch now! 
<U+0001F30D>
#climatechange #ClimateAction #paemst #teacherprize
#varkeyfoundation 
@Botanical_  @paemst 

Climate… https://t.co/dTcguClPoo",FALSE,0,NA,2020-11-05 14:21:36,TRUE,NA,"1324356193431613440",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","NaomiVolain",0,FALSE,FALSE,NA,NA
"How to help destroy the livable climate:

#ClimateCrisis https://t.co/qYRm9GG6qs",FALSE,0,NA,2020-11-05 14:21:36,FALSE,NA,"1324356193331171330",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","NNUS",0,FALSE,FALSE,NA,NA
"#Climate and Local #Hydrography Underlie Recent Regime Shifts in #Plankton Communities off #Galicia (NW Spain) https://t.co/opNMkjXjPD",FALSE,0,NA,2020-11-05 14:21:36,FALSE,NA,"1324356192496484353",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ArranzFran",0,FALSE,FALSE,NA,NA
"RT @FFFIndia: Human-driven &amp;natural loss of trees—deforestation—affects wildlife, ecosystems, weather patterns, and even the climate.
A for…",FALSE,0,NA,2020-11-05 14:21:35,FALSE,NA,"1324356190986412033",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ArunYadav0007",15,TRUE,FALSE,NA,NA
"RT @JoeBiden: Today, the Trump Administration officially left the Paris Climate Agreement. And in exactly 77 days, a Biden Administration w…",FALSE,0,NA,2020-11-05 14:21:35,FALSE,NA,"1324356188713091072",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RyusutaDraws",74226,TRUE,FALSE,NA,NA
"RT @JoeBiden: Today, the Trump Administration officially left the Paris Climate Agreement. And in exactly 77 days, a Biden Administration w…",FALSE,0,NA,2020-11-05 14:21:34,FALSE,NA,"1324356186326577155",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","elliestirratx",74226,TRUE,FALSE,NA,NA
"RT @JoeBiden: Today, the Trump Administration officially left the Paris Climate Agreement. And in exactly 77 days, a Biden Administration w…",FALSE,0,NA,2020-11-05 14:21:34,FALSE,NA,"1324356184103636992",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","anushigus",74226,TRUE,FALSE,NA,NA
"RT @JoeBiden: Today, the Trump Administration officially left the Paris Climate Agreement. And in exactly 77 days, a Biden Administration w…",FALSE,0,NA,2020-11-05 14:21:33,FALSE,NA,"1324356181087932420",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MariaPo92466530",74226,TRUE,FALSE,NA,NA
"RT @JoeBiden: Today, the Trump Administration officially left the Paris Climate Agreement. And in exactly 77 days, a Biden Administration w…",FALSE,0,NA,2020-11-05 14:21:32,FALSE,NA,"1324356174821662720",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","VictoriaCerulli",74226,TRUE,FALSE,NA,NA
"Did you know @sealskinz offers a Lifetime Waterproof Guarantee?

They have also put together a climate guide to to… https://t.co/RFYTBBwlcz",FALSE,0,NA,2020-11-05 14:21:31,TRUE,NA,"1324356173005574144",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","cyclesuperstore",0,FALSE,FALSE,NA,NA
"RT @IMFNews: LIVE at the #ARCPolak conference today:
<U+27A1><U+FE0F>1:45pm ET @UN’s Mark Carney &amp; @YaleEconomics’ William Nordhaus: policy responses to…",FALSE,0,NA,2020-11-05 14:21:30,FALSE,NA,"1324356167175319554",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","herohatta",3,TRUE,FALSE,NA,NA
"RT @vanessa_vash: Next week (November 9), African climate strikers, NGOs and young scientists are launching an open letter aimed at Africa'…",FALSE,0,NA,2020-11-05 14:21:30,FALSE,NA,"1324356166168829962",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","WeNeedToDoBetta",102,TRUE,FALSE,NA,NA
"@toveprint They better not. (Maybe for a later GTA with a serious tone) Rockstar said themselves that it would be d… https://t.co/rmv8ogq4ar",FALSE,1,"toveprint",2020-11-05 14:21:28,TRUE,"1324355681034657793","1324356160162594817","2704517714","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","bubblefag",0,FALSE,FALSE,NA,NA
